an;cod_fiscal;nume;loc;str;nr;di;dp;fax;sect;tel;jud_com;nr_com;an_com;act_aut;tva;sfarsit;cp;data_stare;stare;judet;imp_100;imp_120;imp_200;imp_410;imp_416;imp_420;imp_423;imp_430;imp_439;imp_500;imp_602;imp_701;imp_710;imp_755;imp_756;bilanturi;bilantultim;imp_412;imp_480;imp_432;detalii_adresa;bloc;scara;etaj;ap;cod fiscal;CAEN;CAENO;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;DEN_CAENO;DEN_CAEN
2019;15643578;ASOCIATIA COMPOSESORATUL GRUPA CF 315 FERENCZ ISTVAN;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/23.04.2003.;NU;null;537135;05 August     2003;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;15643578;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;15643586;COMPOSESORAT GRUPA CF 223 AMBRUS JOZSEF;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/12.03.2003.;NU;null;537135;05 August     2003;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;15643586;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;15781422;GRUPUL ASOCIATIV DE PADURE NR.5 SUSENI;Suseni;Suseni;697;01 Octombrie  2003;01 Octombrie  2003;;;;;;null;1/29.01/2002.;NU;null;537305;01 Octombrie  2003;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;15781422;9499;9499;0;59021;0;59021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200770;0;200770;0;0;0;0;0;200770;0;200770;0;0;0;0;0;0;;
2019;15920776;ASOCIATIA AGRICOLA FORESTIERA TILALMAS;Lupeni;Lupeni;321/A;12 Mai        2014;02 Ianuarie   2018;;;;;;null;4263/31.10.2011.;NU;null;537165;20 Noiembrie  2003;INREGISTRAT;HARGHITA;01-01-2007;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2013;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;01-01-2018;01-01-2018;01-01-2018;;;;;;15920776;210;9499;0;78079;55374;75423;58030;58030;0;0;0;58030;0;58030;118427;118427;192490;192490;0;0;74063;74063;0;0;0;0;0;0;0;0;260360;260360;173980;173980;86380;86380;0;0;378787;378787;366470;366470;12317;12317;0;0;1;2;;
2019;15997486;GRUPUL ASOCIATIV DE PADURE NR. 11 SUSENI;Suseni;Suseni;548;01 Februarie  2011;02 Ianuarie   2018;;;;;;null;1/11.06.2002.;NU;null;537305;15 Decembrie  2003;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2011;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;22;01-01-2018;01-01-2018;01-01-2018;;;;;;15997486;210;9499;4174;76943;0;21677;55266;59440;0;0;0;59440;0;59440;90713;54565;62161;37064;28552;17501;0;0;0;0;0;0;0;0;0;0;151980;63117;178844;83146;0;0;26864;20029;242693;117682;241005;120210;1688;0;0;2528;1;1;;
2019;16006832;GRUPUL ASOCIATIV DE PADURE NR. 14 SUSENI;Suseni;Suseni;198;13 Februarie  2015;02 Ianuarie   2018;;;;;;null;1/18.12.2002.;01-06-2004;null;537305;17 Decembrie  2003;INREGISTRAT;HARGHITA;01-01-2009;NU;NU;NU;NU;NU;NU;NU;NU;NU;09-02-2015;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;16006832;210;9499;2095;143521;17745;145543;15723;17818;0;0;0;17818;0;17818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116069;0;114147;0;1922;0;0;0;116069;0;114147;0;1922;0;0;0;2;;
2019;16089153;GRUPUL ASOCIATIV DE PADURE NR.2 KULSO-UJESZTENA;Suseni;Suseni;764;20 Noiembrie  2017;20 Noiembrie  2017;;;;;;null;1/14.05.2002.;NU;null;537305;29 Ianuarie   2004;INREGISTRAT;HARGHITA;01-01-2010;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;16089153;9499;9499;0;82688;0;10751;71937;71937;0;0;0;71937;0;71937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191629;0;157497;0;34132;0;0;0;191629;0;157497;0;34132;0;0;0;0;;
2019;16119513;ASOCIATIA PROPRIETARILOR DE PADURI CERBUL;Remetea;Borv°z;1;08 Noiembrie  2018;16 Noiembrie  2018;;;;;;null;293/23.03.2003.;01-01-2005;null;537250;09 Februarie  2004;INREGISTRAT;HARGHITA;NU;01-02-2017;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_UU_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;16119513;0;9499;192693;416868;0;341070;4961;197654;0;0;70837;197654;0;197654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518702;0;466123;0;52579;0;0;0;518702;0;466123;0;52579;0;0;0;0;;
2019;16204210;COMPOSESORATUL GRUPA 322 CSERGO PETER;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204210;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204228;COMPOSESORATUL GRUPA CF 84 AMBRUS ELEK;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204228;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204236;COMPOSESORATUL GRUPA 106 AMBRUS;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204236;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204244;COMPOSESORATUL GRUPA 408 FERENCZ;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204244;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204252;COMPOSESORATUL GRUPA 257 CZIMPALMAS;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204252;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204260;COMPOSESORATUL GRUPA CF 142 RACZ PETER;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204260;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204279;COMPOSESORATUL GRUPA CF 226 MIHALY;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204279;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204287;COMPOSESORATUL GRUPA CF 379 BARTIS BALAZS;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204287;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204295;COMPOSESORATUL GRUPA CF 114 VAKAR;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204295;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204309;COMPOSESORATUL GRUPA CF 45 BARTALIS FERENC;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204309;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204317;COMPOSESORATUL GRUPA 272 KERESZTES JOZSEF;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204317;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16204325;COMPOSESORATUL GRUPA CF 189 FERENCZ GERGELY;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/05/.09.2003.;NU;null;537135;04 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;16204325;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;16209101;ASOCIATIA COMPOSESORALA MIERCUREA CIUC;Frumoasa;Frumoasa;10;14 Martie     2014;14 Martie     2014;;;325414;;;null;109/09.02.2004.;NU;null;537115;05 Martie     2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;16209101;0;9499;0;143606;0;7085;136521;136521;0;0;0;136521;0;136521;0;11055;0;11214;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11055;0;11214;0;0;0;159;0;0;;
2019;16402691;GRUPUL ASOCIATIV DE PADURE NR.1 SUSENI;Suseni;Suseni;314;20 Decembrie  2017;30 Ianuarie   2018;;;;;;null;1/24.05.2002.;NU;null;537305;07 Mai        2004;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;16402691;210;9499;0;16339;0;1681;14658;14658;0;0;0;14658;0;14658;10484;5000;8499;3404;1985;1596;0;0;0;0;0;0;0;0;0;0;25184;22340;26337;22803;0;0;1153;463;35668;27340;34836;26207;832;1133;0;0;0;0;;
2019;16518859;GRUPUL ASOCIATIV DE PADURE NR.29 SUSENI;Suseni;Suseni;641;15 Iunie      2004;16 Iunie      2004;;;;;;null;1/16.05.2002.;NU;null;537305;16 Iunie      2004;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;16518859;210;9499;2835;1458;0;1442;16;2851;0;0;0;2851;0;2851;4418;7000;2274;1403;2144;5597;0;0;0;0;0;0;0;0;0;0;11132;35745;13201;40931;0;0;2069;5186;15550;42745;15475;42334;75;411;0;0;0;0;;
2019;16602541;"ASOCIATIA COMPOSESORATUL ""CSORTOS""";Petreni;Petreni;81;07 Martie     2017;09 Martie     2017;;;;;;null;1/26.03.2004.;NU;null;537186;15 Iulie      2004;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;16602541;6820;9499;183768;685866;0;8018;343986;527754;0;0;333862;527754;0;527754;82163;37069;78163;30770;4000;6299;0;0;0;0;0;0;0;0;0;0;43263;43263;6922;6922;36341;36341;0;0;125426;80332;85085;37692;40341;42640;0;0;0;0;;
